lhs	rhs	rules	support	confidence	lift	count	oddsRatio	source	DiseaseName	Source	intended_target_entrez_gene_id	ReactomeID	Name	Species	URL	EvidenceCode	Parent.Name	Major	Minor
ACTB	D006528	{ACTB=1} => {MESH.D006528=1}	0.00997817274711568	0.984615384615385	1.47450924046768	64	32.310974164494	MESH	Carcinoma, Hepatocellular	MESH	60	R-HSA-196025	Formation of annular gap junctions	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-196025	TAS	Gap junction degradation	Vesicle-mediated transport	Membrane Trafficking
ACTB	D006528	{ACTB=1} => {MESH.D006528=1}	0.00997817274711568	0.984615384615385	1.47450924046768	64	32.310974164494	MESH	Carcinoma, Hepatocellular	MESH	60	R-HSA-418990	Adherens junctions interactions	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-418990	TAS	Cell-cell junction organization	Cell-Cell communication	Cell junction organization
ACTB	D006528	{ACTB=1} => {MESH.D006528=1}	0.00997817274711568	0.984615384615385	1.47450924046768	64	32.310974164494	MESH	Carcinoma, Hepatocellular	MESH	60	R-HSA-983231	Factors involved in megakaryocyte development and platelet production	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-983231	IEA	Hemostasis	Hemostasis	Hemostasis
ACTB	D006528	{ACTB=1} => {MESH.D006528=1}	0.00997817274711568	0.984615384615385	1.47450924046768	64	32.310974164494	MESH	Carcinoma, Hepatocellular	MESH	60	R-HSA-1445148	Translocation of GLUT4 to the plasma membrane	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1445148	IEA	Membrane Trafficking	Vesicle-mediated transport	Membrane Trafficking
ACTB	D006528	{ACTB=1} => {MESH.D006528=1}	0.00997817274711568	0.984615384615385	1.47450924046768	64	32.310974164494	MESH	Carcinoma, Hepatocellular	MESH	60	R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-389957	IEA	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	Metabolism of proteins	Protein folding
ACTB	D006528	{ACTB=1} => {MESH.D006528=1}	0.00997817274711568	0.984615384615385	1.47450924046768	64	32.310974164494	MESH	Carcinoma, Hepatocellular	MESH	60	R-HSA-190873	Gap junction degradation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-190873	TAS	Gap junction trafficking	Vesicle-mediated transport	Membrane Trafficking
ACTB	D006528	{ACTB=1} => {MESH.D006528=1}	0.00997817274711568	0.984615384615385	1.47450924046768	64	32.310974164494	MESH	Carcinoma, Hepatocellular	MESH	60	R-HSA-5674135	MAP2K and MAPK activation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5674135	TAS	RAF/MAP kinase cascade	Signal Transduction	MAPK family signaling cascades
ACTB	D006528	{ACTB=1} => {MESH.D006528=1}	0.00997817274711568	0.984615384615385	1.47450924046768	64	32.310974164494	MESH	Carcinoma, Hepatocellular	MESH	60	R-HSA-5663220	RHO GTPases Activate Formins	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5663220	TAS	RHO GTPase Effectors	Signal Transduction	Signaling by Rho GTPases
ACTB	D006528	{ACTB=1} => {MESH.D006528=1}	0.00997817274711568	0.984615384615385	1.47450924046768	64	32.310974164494	MESH	Carcinoma, Hepatocellular	MESH	60	R-HSA-3928662	EPHB-mediated forward signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-3928662	TAS	EPH-Ephrin signaling	Developmental Biology	Axon guidance
ACTB	D006528	{ACTB=1} => {MESH.D006528=1}	0.00997817274711568	0.984615384615385	1.47450924046768	64	32.310974164494	MESH	Carcinoma, Hepatocellular	MESH	60	R-HSA-445095	Interaction between L1 and Ankyrins	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-445095	IEA	L1CAM interactions	Developmental Biology	Axon guidance
ADAMTS1	D006528	{ADAMTS1=1} => {MESH.D006528=1}	0.00779544745868413	0.980392156862745	1.46818475230391	50	25.1594613749114	MESH	Carcinoma, Hepatocellular	MESH	9510	R-HSA-1474228	Degradation of the extracellular matrix	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1474228	IEA	Extracellular matrix organization	Extracellular matrix organization	Extracellular matrix organization
ADAMTS1	D006528	{ADAMTS1=1} => {MESH.D006528=1}	0.00779544745868413	0.980392156862745	1.46818475230391	50	25.1594613749114	MESH	Carcinoma, Hepatocellular	MESH	9510	R-HSA-5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5083635	TAS	Diseases associated with O-glycosylation of proteins	Disease	Diseases of glycosylation
ADAMTS1	D006528	{ADAMTS1=1} => {MESH.D006528=1}	0.00779544745868413	0.980392156862745	1.46818475230391	50	25.1594613749114	MESH	Carcinoma, Hepatocellular	MESH	9510	R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5173214	TAS	O-linked glycosylation	Metabolism of proteins	Post-translational protein modification
ADM	D006528	{ADM=1} => {MESH.D006528=1}	0.013252260679763	0.977011494252874	1.46312204626148	85	21.5537160552644	MESH	Carcinoma, Hepatocellular	MESH	133	R-HSA-419812	Calcitonin-like ligand receptors	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-419812	TAS	Class B/2 (Secretin family receptors)	Signal Transduction	Signaling by GPCR
ADM	D006528	{ADM=1} => {MESH.D006528=1}	0.013252260679763	0.977011494252874	1.46312204626148	85	21.5537160552644	MESH	Carcinoma, Hepatocellular	MESH	133	R-HSA-418555	G alpha (s) signalling events	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-418555	TAS	GPCR downstream signalling	Signal Transduction	Signaling by GPCR
AHRR	D006528	{AHRR=1} => {MESH.D006528=1}	0.00670408481446835	0.977272727272727	1.46351325536476	43	21.6014150943398	MESH	Carcinoma, Hepatocellular	MESH	57491	R-HSA-1989781	PPARA activates gene expression	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1989781	TAS	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Metabolism	Metabolism of lipids
AHRR	D006528	{AHRR=1} => {MESH.D006528=1}	0.00670408481446835	0.977272727272727	1.46351325536476	43	21.6014150943398	MESH	Carcinoma, Hepatocellular	MESH	57491	R-HSA-8937144	Aryl hydrocarbon receptor signalling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8937144	TAS	Phase I - Functionalization of compounds	Metabolism	Biological oxidations
AKR1B10	D006528	{AKR1B10=1} => {MESH.D006528=1}	0.0216713439351419	0.985815602836879	1.47630662540176	139	35.7059604247104	MESH	Carcinoma, Hepatocellular	MESH	57016	R-HSA-975634	Retinoid metabolism and transport	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-975634	TAS	Visual phototransduction	Signal Transduction	Signaling by GPCR
AKR1B10	D006528	{AKR1B10=1} => {MESH.D006528=1}	0.0216713439351419	0.985815602836879	1.47630662540176	139	35.7059604247104	MESH	Carcinoma, Hepatocellular	MESH	57016	R-HSA-975634	Retinoid metabolism and transport	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-975634	TAS	Metabolism of fat-soluble vitamins	Metabolism	Metabolism of vitamins and cofactors
AKR1C2	D006528	{AKR1C2=1} => {MESH.D006528=1}	0.0272840661053944	0.977653631284916	1.4640836775768	175	22.6524464459593	MESH	Carcinoma, Hepatocellular	MESH	1646	R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-193368	TAS	Synthesis of bile acids and bile salts	Metabolism	Metabolism of lipids
AKR1C2	D006528	{AKR1C2=1} => {MESH.D006528=1}	0.0272840661053944	0.977653631284916	1.4640836775768	175	22.6524464459593	MESH	Carcinoma, Hepatocellular	MESH	1646	R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-193807	TAS	Synthesis of bile acids and bile salts	Metabolism	Metabolism of lipids
AKR1C2	D006528	{AKR1C2=1} => {MESH.D006528=1}	0.0272840661053944	0.977653631284916	1.4640836775768	175	22.6524464459593	MESH	Carcinoma, Hepatocellular	MESH	1646	R-HSA-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-193775	TAS	Synthesis of bile acids and bile salts	Metabolism	Metabolism of lipids
ALDH1A3	D006528	{ALDH1A3=1} => {MESH.D006528=1}	0.0116931711880262	0.986842105263158	1.47784386251644	75	37.9634030418251	MESH	Carcinoma, Hepatocellular	MESH	220	R-HSA-5365859	RA biosynthesis pathway	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5365859	TAS	Signaling by Retinoic Acid	Signal Transduction	Signaling by Nuclear Receptors
ANKRD1	D006528	{ANKRD1=1} => {MESH.D006528=1}	0.00795135640785781	0.980769230769231	1.4687494387471	51	25.6687145557656	MESH	Carcinoma, Hepatocellular	MESH	27063	R-HSA-1989781	PPARA activates gene expression	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-1989781	TAS	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Metabolism	Metabolism of lipids
ANXA5	D006528	{ANXA5=1} => {MESH.D006528=1}	0.00795135640785781	0.980769230769231	1.4687494387471	51	25.6687145557656	MESH	Carcinoma, Hepatocellular	MESH	308	R-HSA-114608	Platelet degranulation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-114608	TAS	Response to elevated platelet cytosolic Ca2+	Hemostasis	Platelet activation, signaling and aggregation
APOA1	D006528	{APOA1=1} => {MESH.D006528=1}	0.0152790770190209	0.98989898989899	1.48242169535655	98	49.8781362007176	MESH	Carcinoma, Hepatocellular	MESH	335	R-HSA-8964011	HDL clearance	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8964011	TAS	Plasma lipoprotein clearance	Transport of small molecules	Plasma lipoprotein assembly, remodeling, and clearance
APOA1	D006528	{APOA1=1} => {MESH.D006528=1}	0.0152790770190209	0.98989898989899	1.48242169535655	98	49.8781362007176	MESH	Carcinoma, Hepatocellular	MESH	335	R-HSA-114608	Platelet degranulation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-114608	TAS	Response to elevated platelet cytosolic Ca2+	Hemostasis	Platelet activation, signaling and aggregation
APOA1	D006528	{APOA1=1} => {MESH.D006528=1}	0.0152790770190209	0.98989898989899	1.48242169535655	98	49.8781362007176	MESH	Carcinoma, Hepatocellular	MESH	335	R-HSA-8963888	Chylomicron assembly	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8963888	TAS	Plasma lipoprotein assembly	Transport of small molecules	Plasma lipoprotein assembly, remodeling, and clearance
APOA1	D006528	{APOA1=1} => {MESH.D006528=1}	0.0152790770190209	0.98989898989899	1.48242169535655	98	49.8781362007176	MESH	Carcinoma, Hepatocellular	MESH	335	R-HSA-8963896	HDL assembly	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-8963896	TAS	Plasma lipoprotein assembly	Transport of small molecules	Plasma lipoprotein assembly, remodeling, and clearance
APOA1	D006528	{APOA1=1} => {MESH.D006528=1}	0.0152790770190209	0.98989898989899	1.48242169535655	98	49.8781362007176	MESH	Carcinoma, Hepatocellular	MESH	335	R-HSA-975634	Retinoid metabolism and transport	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-975634	TAS	Metabolism of fat-soluble vitamins	Metabolism	Metabolism of vitamins and cofactors
APOA1	D006528	{APOA1=1} => {MESH.D006528=1}	0.0152790770190209	0.98989898989899	1.48242169535655	98	49.8781362007176	MESH	Carcinoma, Hepatocellular	MESH	335	R-HSA-3000471	Scavenging by Class B Receptors	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-3000471	IEA	Binding and Uptake of Ligands by Scavenger Receptors	Vesicle-mediated transport	Binding and Uptake of Ligands by Scavenger Receptors
APOA1	D006528	{APOA1=1} => {MESH.D006528=1}	0.0152790770190209	0.98989898989899	1.48242169535655	98	49.8781362007176	MESH	Carcinoma, Hepatocellular	MESH	335	R-HSA-977225	Amyloid fiber formation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-977225	TAS	Metabolism of proteins	Metabolism of proteins	Metabolism of proteins
APOA1	D006528	{APOA1=1} => {MESH.D006528=1}	0.0152790770190209	0.98989898989899	1.48242169535655	98	49.8781362007176	MESH	Carcinoma, Hepatocellular	MESH	335	R-HSA-3000480	Scavenging by Class A Receptors	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-3000480	TAS	Binding and Uptake of Ligands by Scavenger Receptors	Vesicle-mediated transport	Binding and Uptake of Ligands by Scavenger Receptors
