lhs	rhs	rules	support	confidence	lift	count	oddsRatio	source	DiseaseName	Source	Found.identifier.Reactome	intended_target_entrez_gene_id	Entry.Uniprot	ReactomeID	Name	Species	URL	EvidenceCode	Parent.Name	Major	Minor
AR	D006528	{AR=1} => {MESH.D006528=1}	0.0776426566884939	0.984189723320158	1.47387179205592	498	34.9159180977543	MESH	Carcinoma, Hepatocellular	MESH	P10275	367	P10275	R-HSA-5689880	Ub-specific processing proteases	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5689880	TAS	Deubiquitination	Metabolism of proteins	Post-translational protein modification
AR	D006528	{AR=1} => {MESH.D006528=1}	0.0776426566884939	0.984189723320158	1.47387179205592	498	34.9159180977543	MESH	Carcinoma, Hepatocellular	MESH	P10275	367	F1D8N5	R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5625886	TAS	RHO GTPases activate PKNs	Signal Transduction	Signaling by Rho GTPases
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-140534	Ligand-dependent caspase activation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-140534	TAS	Caspase activation via extrinsic apoptotic signalling pathway	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-2562578	TRIF-mediated programmed cell death	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2562578	TAS	TRIF(TICAM1)-mediated TLR4 signaling	Immune System	Innate Immune System
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-933543	TAS	DDX58/IFIH1-mediated induction of interferon-alpha/beta	Immune System	Innate Immune System
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-5660668	CLEC7A/inflammasome pathway	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5660668	TAS	CLEC7A (Dectin-1) signaling	Immune System	Innate Immune System
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-140534	Ligand-dependent caspase activation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-140534	TAS	Caspase activation via extrinsic apoptotic signalling pathway	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-75157	FasL/ CD95L signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-75157	TAS	Death Receptor Signalling	Signal Transduction	Death Receptor Signalling
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-5218900	CASP8 activity is inhibited	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5218900	TAS	Regulation of necroptotic cell death	Programmed Cell Death	Regulated Necrosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-9013957	TAS	Toll Like Receptor 3 (TLR3) Cascade	Immune System	Innate Immune System
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-75153	Apoptotic execution  phase	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-75153	TAS	Apoptosis	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-5357786	TNFR1-induced proapoptotic signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5357786	TAS	TNF signaling	Signal Transduction	Death Receptor Signalling
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-3371378	Regulation by c-FLIP	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-3371378	TAS	Ligand-dependent caspase activation	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-264870	TAS	Apoptotic cleavage of cellular proteins	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-75108	Activation, myristolyation of BID and translocation to mitochondria	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-75108	TAS	Intrinsic Pathway for Apoptosis	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-5213460	RIPK1-mediated regulated necrosis	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5213460	TAS	Regulated Necrosis	Programmed Cell Death	Regulated Necrosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-168638	NOD1/2 Signaling Pathway	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-168638	TAS	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Immune System	Innate Immune System
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-5675482	Regulation of necroptotic cell death	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5675482	TAS	RIPK1-mediated regulated necrosis	Programmed Cell Death	Regulated Necrosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-5213460	RIPK1-mediated regulated necrosis	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5213460	TAS	Regulated Necrosis	Programmed Cell Death	Regulated Necrosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-111465	Apoptotic cleavage of cellular proteins	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-111465	TAS	Apoptotic execution  phase	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-75157	FasL/ CD95L signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-75157	TAS	Death Receptor Signalling	Signal Transduction	Death Receptor Signalling
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-168638	NOD1/2 Signaling Pathway	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-168638	TAS	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Immune System	Innate Immune System
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-5357905	Regulation of TNFR1 signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5357905	TAS	TNF signaling	Signal Transduction	Death Receptor Signalling
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-3371378	Regulation by c-FLIP	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-3371378	TAS	Ligand-dependent caspase activation	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-69416	Dimerization of procaspase-8	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69416	TAS	Ligand-dependent caspase activation	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-5675482	Regulation of necroptotic cell death	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5675482	TAS	RIPK1-mediated regulated necrosis	Programmed Cell Death	Regulated Necrosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-5357786	TNFR1-induced proapoptotic signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5357786	TAS	TNF signaling	Signal Transduction	Death Receptor Signalling
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-75153	Apoptotic execution  phase	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-75153	TAS	Apoptosis	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-75158	TRAIL  signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-75158	TAS	Death Receptor Signalling	Signal Transduction	Death Receptor Signalling
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-5218900	CASP8 activity is inhibited	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5218900	TAS	Regulation of necroptotic cell death	Programmed Cell Death	Regulated Necrosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-69416	Dimerization of procaspase-8	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-69416	TAS	Ligand-dependent caspase activation	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	Q14790	R-HSA-111465	Apoptotic cleavage of cellular proteins	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-111465	TAS	Apoptotic execution  phase	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-75158	TRAIL  signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-75158	TAS	Death Receptor Signalling	Signal Transduction	Death Receptor Signalling
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-2562578	TRIF-mediated programmed cell death	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2562578	TAS	TRIF(TICAM1)-mediated TLR4 signaling	Immune System	Innate Immune System
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-264870	TAS	Apoptotic cleavage of cellular proteins	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-5357905	Regulation of TNFR1 signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5357905	TAS	TNF signaling	Signal Transduction	Death Receptor Signalling
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-9013957	TAS	Toll Like Receptor 3 (TLR3) Cascade	Immune System	Innate Immune System
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-75108	Activation, myristolyation of BID and translocation to mitochondria	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-75108	TAS	Intrinsic Pathway for Apoptosis	Programmed Cell Death	Apoptosis
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-933543	TAS	DDX58/IFIH1-mediated induction of interferon-alpha/beta	Immune System	Innate Immune System
CASP8	D006528	{CASP8=1} => {MESH.D006528=1}	0.0620517617711257	0.982716049382716	1.471664893939	398	31.0848317705461	MESH	Carcinoma, Hepatocellular	MESH	Q14790	841	A0A024R3Z8	R-HSA-5660668	CLEC7A/inflammasome pathway	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-5660668	TAS	CLEC7A (Dectin-1) signaling	Immune System	Innate Immune System
CEBPB	D006528	{CEBPB=1} => {MESH.D006528=1}	0.0165263486124104	0.990654205607477	1.48355266746821	106	54.0531481924826	MESH	Carcinoma, Hepatocellular	MESH	P17676	1051	P17676	R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-381340	TAS	Developmental Biology	Developmental Biology	Developmental Biology
CEBPB	D006528	{CEBPB=1} => {MESH.D006528=1}	0.0165263486124104	0.990654205607477	1.48355266746821	106	54.0531481924826	MESH	Carcinoma, Hepatocellular	MESH	P17676	1051	P17676	R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-381340	IEA	Developmental Biology	Developmental Biology	Developmental Biology
CEBPB	D006528	{CEBPB=1} => {MESH.D006528=1}	0.0165263486124104	0.990654205607477	1.48355266746821	106	54.0531481924826	MESH	Carcinoma, Hepatocellular	MESH	P17676	1051	P17676	R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2559582	TAS	Cellular Senescence	Cellular responses to external stimuli	Cellular responses to stress
CEBPB	D006528	{CEBPB=1} => {MESH.D006528=1}	0.0165263486124104	0.990654205607477	1.48355266746821	106	54.0531481924826	MESH	Carcinoma, Hepatocellular	MESH	P17676	1051	P17676	R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2559582	IEA	Cellular Senescence	Cellular responses to external stimuli	Cellular responses to stress
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	P10145	R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2559582	TAS	Cellular Senescence	Cellular responses to external stimuli	Cellular responses to stress
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	A0A024RDA5	R-HSA-380108	Chemokine receptors bind chemokines	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-380108	TAS	Peptide ligand-binding receptors	Signal Transduction	Signaling by GPCR
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	A0A024RDA5	R-HSA-418594	G alpha (i) signalling events	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-418594	TAS	GPCR downstream signalling	Signal Transduction	Signaling by GPCR
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	P10145	R-HSA-6785807	Interleukin-4 and 13 signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6785807	TAS	Signaling by Interleukins	Immune System	Cytokine Signaling in Immune system
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	A0A024RDA5	R-HSA-375276	Peptide ligand-binding receptors	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-375276	TAS	Class A/1 (Rhodopsin-like receptors)	Signal Transduction	Signaling by GPCR
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	P10145	R-HSA-418594	G alpha (i) signalling events	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-418594	TAS	GPCR downstream signalling	Signal Transduction	Signaling by GPCR
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	A0A024RDA5	R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-2559582	TAS	Cellular Senescence	Cellular responses to external stimuli	Cellular responses to stress
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	P10145	R-HSA-6783783	Interleukin-10 signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6783783	TAS	Signaling by Interleukins	Immune System	Cytokine Signaling in Immune system
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	P10145	R-HSA-380994	ATF4 activates genes	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-380994	TAS	PERK regulates gene expression	Metabolism of proteins	Unfolded Protein Response (UPR)
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	A0A024RDA5	R-HSA-380994	ATF4 activates genes	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-380994	TAS	PERK regulates gene expression	Metabolism of proteins	Unfolded Protein Response (UPR)
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	A0A024RDA5	R-HSA-6785807	Interleukin-4 and 13 signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6785807	TAS	Signaling by Interleukins	Immune System	Cytokine Signaling in Immune system
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	A0A024RDA5	R-HSA-6783783	Interleukin-10 signaling	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-6783783	TAS	Signaling by Interleukins	Immune System	Cytokine Signaling in Immune system
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	P10145	R-HSA-375276	Peptide ligand-binding receptors	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-375276	TAS	Class A/1 (Rhodopsin-like receptors)	Signal Transduction	Signaling by GPCR
CXCL8	D006528	{CXCL8=1} => {MESH.D006528=1}	0.111942625506704	0.987620357634113	1.47900933314621	718	47.486239675861	MESH	Carcinoma, Hepatocellular	MESH	P10145	3576	P10145	R-HSA-380108	Chemokine receptors bind chemokines	Homo sapiens	https://reactome.org/PathwayBrowser/#/R-HSA-380108	TAS	Peptide ligand-binding receptors	Signal Transduction	Signaling by GPCR
